CREAR: FECHA: 15-04-2024 12:20:52, USUARIO: admin, COLECCIONISTA: 5, PAIS: 10, AÑO: 2008, MONEDA: 2€, CECA: 
CREAR: FECHA: 15-04-2024 18:50:40, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2009, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 18:51:18, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2011, MONEDA: 1€, CECA: 
CREAR: FECHA: 15-04-2024 18:54:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2004, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:54:51, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2008, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:55:08, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2008, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:55:40, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:55:56, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:56:33, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2011, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:56:45, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2011, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:57:49, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2014, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:58:04, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2014, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:58:25, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2017, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:58:40, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2019, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 18:59:37, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2014, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 19:00:16, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2017, MONEDA: 50c, CECA: 
CREAR: FECHA: 15-04-2024 19:01:46, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2006, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 19:02:19, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 19:03:07, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2011, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 19:04:04, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2012, MONEDA: 20c, CECA: 
CREAR: FECHA: 15-04-2024 19:06:02, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2004, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 19:06:57, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2010, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 19:07:17, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2010, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 19:08:07, USUARIO: admin, COLECCIONISTA: 4, PAIS: 4, AÑO: 2011, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 19:08:41, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2012, MONEDA: 10c, CECA: 
CREAR: FECHA: 15-04-2024 19:09:43, USUARIO: admin, COLECCIONISTA: 5, PAIS: 4, AÑO: 2005, MONEDA: 5c, CECA: 
CREAR: FECHA: 15-04-2024 19:11:27, USUARIO: admin, COLECCIONISTA: 2, PAIS: 4, AÑO: 2015, MONEDA: 1c, CECA: 
CREAR: FECHA: 15-04-2024 19:11:51, USUARIO: admin, COLECCIONISTA: 3, PAIS: 4, AÑO: 2016, MONEDA: 1c, CECA: 
CREAR: FECHA: 17-04-2024 13:23:17, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2005, MONEDA: 1€, CECA: 
CREAR: FECHA: 17-04-2024 13:24:01, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2007, MONEDA: 1€, CECA: 
CREAR: FECHA: 17-04-2024 13:24:59, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2011, MONEDA: 1€, CECA: 
CREAR: FECHA: 17-04-2024 13:25:35, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2015, MONEDA: 1€, CECA: 
CREAR: FECHA: 17-04-2024 13:27:21, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2003, MONEDA: 50c, CECA: 
CREAR: FECHA: 17-04-2024 13:27:34, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2003, MONEDA: 50c, CECA: 
CREAR: FECHA: 17-04-2024 13:28:10, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2017, MONEDA: 50c, CECA: 
CREAR: FECHA: 17-04-2024 13:28:20, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2017, MONEDA: 50c, CECA: 
CREAR: FECHA: 17-04-2024 13:31:55, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2003, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:32:44, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2010, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:32:53, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2010, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:33:43, USUARIO: admin, COLECCIONISTA: 3, PAIS: 12, AÑO: 2011, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:34:17, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2015, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:35:05, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2017, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:35:25, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2017, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:36:07, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2021, MONEDA: 20c, CECA: 
CREAR: FECHA: 17-04-2024 13:36:52, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2018, MONEDA: 10c, CECA: 
CREAR: FECHA: 17-04-2024 13:40:30, USUARIO: admin, COLECCIONISTA: 3, PAIS: 12, AÑO: 2006, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:41:07, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2007, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:41:40, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2009, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:42:14, USUARIO: admin, COLECCIONISTA: 4, PAIS: 12, AÑO: 2010, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:43:17, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2021, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:43:38, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2019, MONEDA: 5c, CECA: 
CREAR: FECHA: 17-04-2024 13:44:09, USUARIO: admin, COLECCIONISTA: 2, PAIS: 12, AÑO: 2005, MONEDA: 2c, CECA: 
CREAR: FECHA: 17-04-2024 13:45:04, USUARIO: admin, COLECCIONISTA: 5, PAIS: 12, AÑO: 2015, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:03:39, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2010, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:03:49, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2010, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:04:23, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2011, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:05:04, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2014, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:05:15, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2014, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:05:26, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2014, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:06:32, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2015, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:07:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2017, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:07:20, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2017, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:07:59, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2019, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:08:21, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2019, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:09:02, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:09:20, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:10:09, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:10:24, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2021, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:10:53, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2008, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:12:00, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:14:10, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2006, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:14:20, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2006, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:14:52, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2010, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:15:07, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2010, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:15:29, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2021, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:15:44, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2022, MONEDA: 1€, CECA: 
CREAR: FECHA: 18-04-2024 12:19:13, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2007, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:19:46, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2009, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:20:42, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2010, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:20:59, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2010, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:21:33, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:21:51, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:22:05, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:22:34, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2006, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:25:44, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2009, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:26:17, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2013, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:26:45, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2017, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:27:17, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:27:34, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:28:02, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2020, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:28:27, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2020, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:28:37, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2020, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:29:01, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2021, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:29:14, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2022, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 12:31:31, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2006, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:31:47, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2006, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:32:20, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2008, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:32:49, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2012, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:33:28, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2014, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:33:49, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2020, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:34:10, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2021, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:34:25, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2021, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:35:10, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2019, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:35:53, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2006, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 12:37:10, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2007, MONEDA: 5c, CECA: 
CREAR: FECHA: 18-04-2024 12:38:24, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2004, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 12:38:50, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2014, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 12:39:04, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2019, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 12:41:07, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2005, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:41:24, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2005, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:41:57, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2010, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:42:35, USUARIO: admin, COLECCIONISTA: 4, PAIS: 3, AÑO: 2011, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:43:17, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2014, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:43:48, USUARIO: admin, COLECCIONISTA: 3, PAIS: 3, AÑO: 2019, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:44:01, USUARIO: admin, COLECCIONISTA: 5, PAIS: 3, AÑO: 2019, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:44:23, USUARIO: admin, COLECCIONISTA: 2, PAIS: 3, AÑO: 2020, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 12:48:51, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:49:02, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:49:11, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:49:21, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:55:06, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:55:16, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:55:25, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:56:16, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2015, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:57:36, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2018, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:57:47, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2018, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:57:57, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2018, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:58:56, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2019, MONEDA: 2€, CECA: 
CREAR: FECHA: 18-04-2024 12:59:31, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 12:59:46, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 18-04-2024 13:02:29, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2014, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:02:59, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2017, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:03:37, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2018, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:03:46, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2018, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:03:57, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2018, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:04:35, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:04:45, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2019, MONEDA: 20c, CECA: 
CREAR: FECHA: 18-04-2024 13:07:17, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2005, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:07:46, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2006, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:08:33, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2011, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:09:28, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2017, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:09:43, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2018, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:09:53, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2019, MONEDA: 10c, CECA: 
CREAR: FECHA: 18-04-2024 13:10:46, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2022, MONEDA: 5c, CECA: 
CREAR: FECHA: 18-04-2024 13:11:17, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2013, MONEDA: 5c, CECA: 
CREAR: FECHA: 18-04-2024 13:12:10, USUARIO: admin, COLECCIONISTA: 2, PAIS: 6, AÑO: 2018, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 13:12:47, USUARIO: admin, COLECCIONISTA: 3, PAIS: 6, AÑO: 2007, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 13:13:18, USUARIO: admin, COLECCIONISTA: 4, PAIS: 6, AÑO: 2011, MONEDA: 2c, CECA: 
CREAR: FECHA: 18-04-2024 13:14:25, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2005, MONEDA: 1c, CECA: 
CREAR: FECHA: 18-04-2024 13:15:03, USUARIO: admin, COLECCIONISTA: 5, PAIS: 6, AÑO: 2009, MONEDA: 1c, CECA: 
CREAR: FECHA: 23-04-2024 12:20:17, USUARIO: admin, COLECCIONISTA: 5, PAIS: 10, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:30:09, USUARIO: admin, COLECCIONISTA: 4, PAIS: 1, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:30:23, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2013, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:31:12, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2016, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:31:45, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:31:55, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2020, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:32:19, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2022, MONEDA: 2€, CECA: 
CREAR: FECHA: 23-04-2024 12:35:22, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2020, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:35:32, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2020, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:35:43, USUARIO: admin, COLECCIONISTA: 4, PAIS: 1, AÑO: 2020, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:35:52, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2020, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:36:33, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2021, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:36:45, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2021, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:36:55, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2021, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:37:22, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2023, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:37:32, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2023, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:37:44, USUARIO: admin, COLECCIONISTA: 4, PAIS: 1, AÑO: 2023, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:37:55, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2023, MONEDA: 1€, CECA: 
CREAR: FECHA: 23-04-2024 12:47:26, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2005, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:48:09, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2020, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:48:39, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2021, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:48:48, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2021, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:48:59, USUARIO: admin, COLECCIONISTA: 4, PAIS: 1, AÑO: 2021, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:49:10, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2021, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:49:41, USUARIO: admin, COLECCIONISTA: 2, PAIS: 1, AÑO: 2023, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:49:51, USUARIO: admin, COLECCIONISTA: 3, PAIS: 1, AÑO: 2023, MONEDA: 50c, CECA: 
CREAR: FECHA: 23-04-2024 12:50:01, USUARIO: admin, COLECCIONISTA: 5, PAIS: 1, AÑO: 2023, MONEDA: 50c, CECA: 
